date,symbol,open,high,low,close,volume,number_of_bars,number_of_valid_returns,realized_variance,daily_log_return,complete,realized_volatility,realized_volatility_percent
2020-06-07,ETHUSDT,241.94,245.37,234.6,244.56,571102.55515,288,288,0.0006891319899376791,0.01077091605087679,True,0.02625132358449149,2.625132358449149
2020-06-08,ETHUSDT,244.57,247.7,240.59,246.4,383116.54719,288,288,0.0004085643637046707,0.007495554076786025,True,0.020212975132440813,2.021297513244081
2020-06-09,ETHUSDT,246.37,249.82,238.0,243.8,420327.17133,288,288,0.0013544838065760187,-0.010608014612193621,True,0.03680331244026845,3.680331244026845
2020-06-10,ETHUSDT,243.79,250.28,242.0,247.78,431285.61715,288,288,0.0007044995502471242,0.01619303864042193,True,0.02654241040763111,2.654241040763111
2020-06-11,ETHUSDT,247.78,250.09,226.2,230.51,816456.8916099999,288,288,0.0021075305952273447,-0.07224701024400784,True,0.045907848950123384,4.590784895012338
2020-06-12,ETHUSDT,230.46,239.38,228.19,237.55,446515.34124,288,288,0.0006799275396386028,0.030083882189345486,True,0.026075420219789418,2.607542021978942
2020-06-13,ETHUSDT,237.55,238.73,234.66,238.11,253797.7809,288,288,0.0003071095462680809,0.002354624137963939,True,0.01752454125699389,1.7524541256993889
2020-06-14,ETHUSDT,238.13,238.59,229.83,231.77,304943.21188,288,288,0.0005051083176566272,-0.026987251156425855,True,0.022474614961254115,2.2474614961254114
2020-06-15,ETHUSDT,231.74,233.55,218.27,230.86,875026.92057,288,288,0.0013503622089279647,-0.003934034427700871,True,0.036747274850360875,3.6747274850360876
2020-06-16,ETHUSDT,230.86,236.0,228.7,235.3,499194.66758,288,288,0.0005799429690225832,0.019049829546551142,True,0.024082005087255155,2.4082005087255154
2020-06-17,ETHUSDT,235.31,237.3,227.65,233.82,478187.2917,288,288,0.0004750559881993073,-0.0063097071546442144,True,0.021795779137239103,2.1795779137239104
2020-06-18,ETHUSDT,233.82,234.65,227.93,231.27,334347.79917,288,288,0.00038317866806662895,-0.010965729439392568,True,0.01957495001440946,1.957495001440946
2020-06-19,ETHUSDT,231.26,231.95,226.74,229.0,397284.59808,288,288,0.00048373481514633936,-0.009863855585040535,True,0.021993972245739044,2.1993972245739046
2020-06-20,ETHUSDT,229.0,230.85,225.62,228.89,303704.98826,288,288,0.00020323366186594314,-0.0004804647496828731,True,0.014256004414489466,1.4256004414489467
