date,symbol,open,high,low,close,volume,number_of_bars,number_of_valid_returns,realized_variance,daily_log_return,complete,realized_volatility,realized_volatility_percent
2020-04-23,BTCUSDT,7125.12,7738.0,7020.0,7482.39,102773.569561,288,288,0.0015874255360510438,0.04892288458324957,True,0.03984250915857388,3.984250915857388
2020-04-24,BTCUSDT,7483.96,7615.96,7388.0,7505.0,60182.119939,288,288,0.0005434616535306557,0.0030172054176963747,True,0.02331226401554889,2.331226401554889
2020-04-25,BTCUSDT,7505.0,7705.0,7431.07,7538.67,43874.427726,258,257,,,False,,
2020-04-26,BTCUSDT,7539.03,7700.0,7480.0,7693.1,50522.616209,288,288,0.0005026238933566029,0.020278049334499053,True,0.022419275040834904,2.2419275040834905
2020-04-27,BTCUSDT,7693.1,7792.02,7606.0,7774.62,65441.339576,288,288,0.0005326190637636865,0.01054075905040605,True,0.023078541196611336,2.3078541196611337
2020-04-28,BTCUSDT,7773.51,7780.0,7659.12,7738.98,46302.752638,288,288,0.00026855612425846537,-0.004594686301060176,True,0.016387682089254275,1.6387682089254274
2020-04-29,BTCUSDT,7738.58,8952.89,7710.05,8778.57,183546.887514,288,288,0.003180936248418697,0.126043628251024,True,0.056399789435942906,5.639978943594291
2020-04-30,BTCUSDT,8778.58,9460.0,8401.0,8620.0,206277.214124,288,288,0.004605086803607411,-0.018228439547186982,True,0.06786078988346224,6.786078988346224
2020-05-01,BTCUSDT,8620.0,9059.18,8613.56,8826.96,91468.815059,288,288,0.0012037797966786507,0.023725589801302082,True,0.03469552992358887,3.469552992358887
2020-05-02,BTCUSDT,8825.67,9010.0,8753.0,8972.05,59002.08755,288,288,0.0006103449381569936,0.016303515058974843,True,0.024705160152425517,2.4705160152425516
2020-05-03,BTCUSDT,8972.58,9200.0,8712.0,8894.16,90126.065643,288,288,0.0014978667606282158,-0.008719307953238935,True,0.03870228366166802,3.870228366166802
2020-05-04,BTCUSDT,8894.15,8950.0,8522.0,8871.96,84418.512331,288,288,0.0011616654332411165,-0.0024991401110147715,True,0.034083213364369216,3.408321336436922
2020-05-05,BTCUSDT,8871.92,9118.58,8760.0,9021.83,76480.765342,288,288,0.0012175195184692985,0.01675145450840894,True,0.03489297233640749,3.4892972336407495
2020-05-06,BTCUSDT,9021.36,9395.0,8906.21,9142.92,105925.30241999999,288,288,0.0011648975951139174,0.013332613300691819,True,0.0341305961728464,3.4130596172846404
2020-05-07,BTCUSDT,9143.4,10067.0,9021.0,9986.4,147154.611378,288,288,0.001723187092298479,0.08824435807397762,True,0.04151128873328891,4.151128873328891
